"","MKF","TS_DATE","VALUE","RETURNS","OUTLIER.TYPE"
"163","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-21",0.470398356070211,39.0790947502543,"PJUMP"
"164","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-03",1.94572948539949,-8.98081672926194,"PJUMP"
"165","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-14",2.09490579511895,-44.3108434546104,"PJUMP"
"166","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-28",1.13657816078623,-25.0064237418622,"PJUMP"
"170","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-03",1.21221134966806,-11.0692051144176,"PJUMP"
"175","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-29",1.29154487258083,-13.4977307254456,"PJUMP"
"176","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-31",2.05416727371287,78.2748782242708,"PJUMP"
"177","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-08",2.04183629675988,-59.8522374336639,"PJUMP"
"180","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-06",1.99673257161595,-160.317076648215,"PJUMP"
"181","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-01",1.21189285959685,-97.9783453188092,"PJUMP"
"185","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-28",0.3792669468258,-88.5286631710785,"PJUMP"
"186","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-05",0.930007873034754,20.7418073165395,"PJUMP"
"187","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-23",0.347680493807317,-45.0571023937003,"PJUMP"
"188","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-01",0.437182943929553,-42.167824809866,"PJUMP"
"192","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-23",0.628464522042909,38.4790743958987,"PJUMP"
"193","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-16",0.865120617426407,29.1221220290639,"PJUMP"
"197","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-16",1.22341234710622,69.5838882960166,"PJUMP"
"203","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-28",2.05671331965836,-129.087321608005,"PJUMP"
"205","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-02",1.33860996241715,-23.7019672590574,"PJUMP"
"206","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-20",1.86214231651048,56.7955671010071,"PJUMP"
"208","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-25",0.378801129752987,10.0090923384388,"PJUMP"
"216","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-03",0.157075796992387,21.0682323507115,"PJUMP"
"220","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-25",1.83731182113013,-34.6642883068765,"PJUMP"
"226","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-19",0.890183024223732,22.6674299336612,"PJUMP"
"229","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-01",1.06555910757521,131.646591073425,"PJUMP"
"232","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-04",1.28025032409731,-102.778337605411,"PJUMP"
"241","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-04",1.05021989425981,138.947186018156,"PJUMP"
"244","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-30",0.494408491664259,80.1974064032515,"PJUMP"
"249","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-08",1.19514054738541,13.1231200366109,"PJUMP"
"250","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-23",1.80745223304568,61.5436258212098,"PJUMP"
"254","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-06",2.02348734916945,97.2553103234974,"PJUMP"
"255","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-14",0.507590660686349,-47.7368054220002,"PJUMP"
"259","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-01",1.77832389880004,79.5220652261658,"PJUMP"
"261","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-27",1.91614108699857,-103.024294542201,"PJUMP"
"262","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-05",1.86930385111215,34.8278569485172,"PJUMP"
"264","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-03",0.214499540205768,101.658856348336,"PJUMP"
"266","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-09",0.968742653909792,-18.3579865300581,"PJUMP"
"267","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-17",0.777825660678884,-138.587047453823,"PJUMP"
"270","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-10",0.511402208524804,21.7986758783501,"PJUMP"
"272","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-25",0.441335555253275,41.3137130681696,"PJUMP"
"277","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-30",1.11060306114185,-18.1104103142198,"PJUMP"
"281","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-08",1.32680624276313,-142.707701959765,"PJUMP"
"286","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-10",0.791373236499689,-128.690157099503,"PJUMP"
"291","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-25",1.58610238399559,-50.7653763757855,"PJUMP"
"293","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-08",1.41172307909866,-10.4483896950941,"PJUMP"
"294","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-13",1.21068405007315,-113.557883750939,"PJUMP"
"295","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-12",1.60686185118278,-43.3541607629833,"PJUMP"
"298","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-21",1.00371954676227,-44.9850134046356,"PJUMP"
"301","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-17",1.35219137875415,-125.625044624858,"PJUMP"
"305","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-16",1.86978614969065,-61.732922206288,"PJUMP"
"307","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-18",0.110648035719523,56.425436926116,"PJUMP"
"308","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-30",0.987275559364176,-79.522393259356,"PJUMP"
"310","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-04",0.185324532432489,-29.5038651360516,"PJUMP"
"315","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-23",0.380785911614043,-75.8598727207866,"PJUMP"
"316","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-01",2.07973386211294,-12.6325946384279,"PJUMP"
"319","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-29",1.5111611875611,-10.5192783524221,"PJUMP"
"321","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-09",2.09653920976185,-14.1443095337102,"PJUMP"
"324","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-28",1.2073232160998,-19.8138142824762,"PJUMP"
"325","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-02",0.475106594701183,-22.3552003288253,"PJUMP"
"327","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-21",1.00536454714875,44.5207344779623,"PJUMP"
"330","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-15",1.41418912172004,117.910599697346,"PJUMP"
"344","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-09",1.43880670753379,100.645134237028,"PJUMP"
"349","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-21",2.01680769226163,115.669400055622,"PJUMP"
"354","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-26",2.04402220143182,20.5948856047102,"PJUMP"
"356","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-28",0.564853009523308,54.8069272464742,"PJUMP"
"361","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-17",1.0566983385217,-74.3748171904509,"PJUMP"
"367","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-23",0.126822939842679,-10.5090066258665,"PJUMP"
"368","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-13",1.51451903017616,-126.984620192126,"PJUMP"
"370","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-10",1.15545913338555,-22.9514988541647,"PJUMP"
"372","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-30",0.944919486398381,-72.3138265138089,"PJUMP"
"374","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-26",1.51395789166226,46.097188219852,"PJUMP"
"378","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-25",1.89937006080598,-10.556920178749,"PJUMP"
"380","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-31",1.60349416592192,-3.73559967981359,"PJUMP"
"382","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-09",1.80487033100311,38.1482652977712,"PJUMP"
"383","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-14",1.07682504433956,72.4791344888014,"PJUMP"
"387","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-30",0.728567751849675,94.3436935226409,"PJUMP"
"391","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-13",0.354717254968388,-65.3126133965302,"PJUMP"
"396","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-24",0.974412994665727,22.9978930131908,"PJUMP"
"399","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-03",1.50959970002163,59.3675188878366,"PJUMP"
"408","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-13",0.98740420812011,20.7474515540716,"PJUMP"
"415","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-21",0.29637486001503,1.91341678205272,"PJUMP"
"421","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-03",1.7922012829158,-28.611654298579,"PJUMP"
"423","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-15",0.123770122464081,42.9754982628005,"PJUMP"
"426","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-24",0.480858523550943,32.8307917429167,"PJUMP"
"428","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-12",0.117745060317207,-160.492204471844,"PJUMP"
"429","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-18",1.03286424538061,-91.6803343164859,"PJUMP"
"431","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-12",0.517453117357329,-23.11209760523,"PJUMP"
"433","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-16",0.800967458117289,-27.3428123665603,"PJUMP"
"434","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-05",1.71491460200171,-92.4811813425348,"PJUMP"
"437","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-01",1.49540832652106,-82.3174322618324,"PJUMP"
"439","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-20",1.0544707766915,-31.9312700201278,"PJUMP"
"445","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-01",0.597297435916413,40.0266553880622,"PJUMP"
"455","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-28",1.63542906478227,82.1305688708342,"PJUMP"
"459","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-03",0.051324310466056,-82.9128583128307,"PJUMP"
"461","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-04",1.8351808945166,0.926984086556599,"PJUMP"
"469","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-31",1.32664662672365,-218.437862345128,"PJUMP"
"478","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-04",1.76803851211094,-63.1467786208416,"PJUMP"
"479","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-19",1.66865725980543,-7.77797960406291,"PJUMP"
"482","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-17",1.74307096765292,-15.1129362365349,"PJUMP"
"483","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-05",0.145604686402332,75.2952400143465,"PJUMP"
"486","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-30",0.923066195574495,42.7587546603504,"PJUMP"
"487","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-18",1.09741915448157,-10.4694234042911,"PJUMP"
"488","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-27",1.37351955889009,56.1017235588025,"PJUMP"
"490","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-10",0.945766681552218,-1.75423372384248,"PJUMP"
"491","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-11",0.587167361621906,27.3830874230844,"PJUMP"
"493","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-21",2.0892551654636,41.0628376937013,"PJUMP"
"495","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-24",1.30881429966437,100.839765268585,"PJUMP"
"501","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-01",0.774771294266068,-31.0445225109416,"PJUMP"
"502","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-17",2.14536093715847,-4.77613480845098,"PJUMP"
"504","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-19",0.289437264838155,108.150852276787,"PJUMP"
"507","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-10",0.770089895469569,-65.5527680449416,"PJUMP"
"508","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-19",1.31096986540179,-11.4063016582766,"PJUMP"
"509","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-24",0.809432950962205,67.7989621819928,"PJUMP"
"515","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-27",2.06741449075659,128.976843939421,"PJUMP"
"518","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-16",0.347855363441351,32.8273254308224,"PJUMP"
"520","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-17",2.05243977099961,-12.4269722520446,"PJUMP"
"522","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-29",0.353165046744432,1.55572740423644,"PJUMP"
"526","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-07",2.13797100364068,105.298134353013,"PJUMP"
"528","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-14",1.02259242080622,-119.852651106087,"PJUMP"
"533","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-10",0.981058493408561,-46.0780825915655,"PJUMP"
"539","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-16",1.40922772841239,-89.7778401943755,"PJUMP"
"549","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-31",0.287902472702214,-24.504272399244,"PJUMP"
"553","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-30",0.973302065144921,32.927201831782,"PJUMP"
"556","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-22",1.80390250176957,-57.8527639132795,"PJUMP"
"559","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-19",0.270844955087892,118.465434191897,"PJUMP"
"563","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-01",1.62373209448117,-50.0958357286612,"PJUMP"
"568","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-04",1.82294960121609,-100.76565182131,"PJUMP"
"569","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-23",0.543852406695838,5.74776063906476,"PJUMP"
"571","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-30",1.69107569151807,-35.8405088747478,"PJUMP"
"573","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-16",1.3565072680124,-55.0356698063641,"PJUMP"
"574","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-24",0.588294168619361,34.845972289685,"PJUMP"
"578","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-11",0.13869359355808,55.9454605374104,"PJUMP"
"579","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-22",1.03821972272121,39.3881868760506,"PJUMP"
"583","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-14",1.36827785143718,-50.3366052907721,"PJUMP"
"585","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-20",0.584640377582262,-101.522851566107,"PJUMP"
"589","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2020-01-01",0.739618632436398,39.459197591843,"PJUMP"
"591","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-20",1.20837974131535,-13.4925776983024,"PJUMP"
"592","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-11",2.06785843423536,-12.5821546263452,"PJUMP"
"597","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-10",1.39971146227681,-77.0204082744849,"PJUMP"
"599","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-06",0.96449764053597,-48.5891385613332,"PJUMP"
"601","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-06",1.98729548490291,100.057452793778,"PJUMP"
"606","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-10",0.118260933877358,-144.661276717541,"PJUMP"
"607","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-16",1.10266393171232,-48.0262588698878,"PJUMP"
"616","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-20",1.09702747614193,-41.751505407088,"PJUMP"
"618","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-11",0.735424805188454,-4.96079525418178,"PJUMP"
"620","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-11",0.812683245139072,-91.0368809876683,"PJUMP"
"625","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-06",1.86649518058517,60.9186687353213,"PJUMP"
"630","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-06",1.96370746237398,-148.277795456061,"PJUMP"
"632","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-23",0.388450231156396,-64.8982635049995,"PJUMP"
"637","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-08-01",0.40670414269334,45.5002911959836,"PJUMP"
"638","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-25",1.59760637173259,-29.1470721093102,"PJUMP"
"648","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-15",1.82284414925997,-31.9190062504013,"PJUMP"
"649","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-18",1.32607104313065,56.6263607750905,"PJUMP"
"653","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-22",0.883568806938957,61.54343508874,"PJUMP"
"654","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-20",1.5485306012353,13.5814202229567,"PJUMP"
"656","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-18",0.269807965769767,-57.0263272103885,"PJUMP"
"668","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-30",0.534310504813263,57.3585736463227,"PJUMP"
"669","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-12-21",1.78080511262581,17.8871131454776,"PJUMP"
"672","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-05-06",2.06243369109267,4.32502160066239,"PJUMP"
"677","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-28",0.676594542379771,39.8645186764156,"PJUMP"
"681","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-03-16",0.0900290755149666,-31.3860815599645,"PJUMP"
"682","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-10-13",0.283666145534045,100.54291506451,"PJUMP"
"689","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-12",0.957334304270025,16.6338956203757,"PJUMP"
"692","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-19",0.197604321274291,84.7959319998889,"PJUMP"
"696","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-06",0.314027722948209,33.1817803604885,"PJUMP"
"697","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-11-30",0.342013623364502,-14.4353545695428,"PJUMP"
"698","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-10",1.23930144870847,-12.0154939826523,"PJUMP"
"702","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-23",1.14163765248032,-76.2757522048683,"PJUMP"
"705","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-16",0.927235007483253,71.3663905867719,"PJUMP"
"710","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-29",0.435468224098792,19.2635877245502,"PJUMP"
"714","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-02-01",1.40678558241083,-37.6591230829629,"PJUMP"
"715","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-02",0.964682568717731,48.1912527325132,"PJUMP"
"718","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-04-17",2.1239597275785,-81.8407887696365,"PJUMP"
"723","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-20",1.78935554078877,24.641364546494,"PJUMP"
"727","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-01-23",1.84774864936541,-7.47855579651442,"PJUMP"
"729","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-06-07",1.60214408556949,38.7225992567779,"PJUMP"
"730","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-07-27",2.0378540886303,22.7250391236136,"PJUMP"
"733","CDSP. TRADIG.USD.SNRFOR.MR14.060M","2019-09-30",1.9679403792845,-95.3567066509939,"PJUMP"
