"MKF","TS_DATE","VALUE","RETURNS","OUTLIER.TYPE"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-01,1.21545030477548,27.4221790574635,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-27,0.157448942509948,-76.0298900449264,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-03,1.65058455698135,-31.418489437679,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2020-01-01,2.13326948328179,13.6331699078864,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-12,1.3379220582091,145.24618284944,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-13,1.89608672817613,9.36766991388015,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-05,1.2520797287726,-57.7008840104014,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-22,0.516672731686979,-33.6701326936843,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-20,0.132868323075093,32.9786444547878,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-13,1.61890463580398,-50.3863505012943,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-17,0.972345962115307,-33.8518407591714,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-26,1.8256870548825,-16.2155071701515,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-23,0.104872702605574,72.0902622313304,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-26,1.41249725126072,-6.44518481870649,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-17,1.48588562898997,133.118869308947,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-20,0.629610612307722,-19.0750921849873,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-07,1.81543971755617,-71.5157426242453,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-29,1.05320676278463,-9.21892831932126,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2020-01-01,0.0318169488300874,-13.5880783105877,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-27,1.24323961284688,17.7580048530014,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-01,1.41771358403425,-19.8372657476783,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-10,0.478759175198565,76.6495645642754,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-20,1.62770083231641,-91.7825953517708,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-17,0.165451071126365,89.420513568077,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-18,1.14434993744274,-150.398172165317,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-02,0.896988432831182,12.4227857814296,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-31,2.05878946426236,-7.36555183519064,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-06,1.68192074989782,25.9900274836912,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-27,1.86933795815553,169.545278111951,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-20,2.13633223860084,-120.670285754977,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-02,0.0877229531810563,-12.1446208943922,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-14,1.49781128508376,9.67233529206367,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-26,0.0358677328682751,-56.6247951495444,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-24,1.30420082162582,36.7705129056813,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-03,1.01350013144081,-33.8706143221343,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-07,1.77682308813694,20.3968543212563,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-28,0.660047933077823,16.849571730076,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-15,1.19463387521755,-7.73593690959088,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-03,1.59999772221702,85.3097256225938,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-22,1.52533006060758,39.8029059793494,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-15,0.729992122314784,-41.5138653101672,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-16,1.32947727854746,100.306553665876,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-17,1.15705000889845,-38.3514856122987,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-12,0.892015315801242,80.5622930723489,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-13,0.791400351298901,-172.993694191321,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-31,1.56082749099795,60.6389976298608,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-31,0.604737372814635,2.50486171844585,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-27,1.52802322261602,-103.819557843882,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-30,0.692730079393975,11.765156739179,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-26,0.209364301185127,-138.030273507921,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-29,1.14191642950319,-32.7633954972024,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-20,0.368121528000809,13.6192489407289,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-31,1.00508059741373,-118.682639419468,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-03,0.925523107778229,66.2583278800151,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-16,0.390161869297488,-3.43395392626332,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-10,0.685491608268072,41.5122702480665,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-27,1.26797351023504,87.1406475477523,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-04,2.12040764222701,-1.43951700948174,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-07,0.795532852475738,-164.473351481521,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-11,0.558913671356878,-68.3790124921914,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-14,0.853743339298696,-50.9493939851119,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-24,1.21984494562306,93.7242097996499,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-18,1.08419661428253,-3.43704524590435,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-03,0.68075345605418,96.5573280141872,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-17,0.413199093773559,2.23602312873252,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-11,1.73494504236596,26.1190498384484,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-30,1.30334882302656,-44.8882027281344,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-02,2.08369370330019,-24.9415007399287,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-02,2.0951464478338,-25.4160353765369,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-20,1.45733313841228,-46.6638085429174,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-18,1.77663716978431,84.6995098175396,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-07,0.13079949878692,-25.7597550966814,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-30,0.388993396207904,-34.3883482135314,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-16,0.410111672032677,-102.995048260269,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-02,1.30708726548308,14.7492177045592,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-09,0.257423223283399,36.2099020025854,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-06,1.42271501548394,30.7713396219162,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-27,1.88486496295882,-112.345060229637,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-30,2.14700046257012,135.868185507626,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-26,1.94454906424816,49.9031007936167,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-10,0.437733251115758,-20.2066925972463,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-11,2.08433544569297,167.013083641723,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-11,1.96439669127679,103.217433156713,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-11,2.05665846220723,-132.29488177424,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-01,1.98189079334061,71.0393676738906,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-22,0.966932620082839,68.1784972478117,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-18,0.762250689914415,-102.850933414604,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-31,0.828992302276244,87.2850674294844,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-28,1.31927743815401,1.62852955677238,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-01,0.945974463572358,28.8894844453609,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-17,0.122569867123255,-44.8534824485947,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-19,0.611102748497816,32.9448368647462,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-27,0.0906202477227375,86.305230831063,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-30,0.311646661803208,-54.5230399763696,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-27,1.93196869278614,-16.354421577819,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-22,1.57101306796771,46.4907831032455,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-14,1.76249330612111,-188.762272644707,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-31,0.753836085399628,13.1994762829311,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-29,1.85896406011779,-9.9512185409666,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-26,0.675655704554993,-80.9115279155804,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-29,1.55479483456317,-86.5624452165501,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-02,0.397993006573166,-130.936812854784,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-27,2.15642052975981,-36.396924975515,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-02,1.72960940665974,97.2084201422407,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-04,2.00651078832196,45.0434244378263,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-05,2.00530347819986,175.879968901975,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-26,1.53258723281015,-9.9722127478036,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-28,2.14865285176545,37.2662071080632,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-02,0.454978196410821,45.9745214862414,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-08,1.75595351692772,94.7520859374365,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-17,1.63278534828356,92.6980947971082,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-18,0.279855450384083,-102.479708500661,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-22,1.90928763351406,23.486410938351,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-06,1.46503312495141,-88.1409460543515,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-18,0.674598037789081,-183.415000714074,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-08,1.7802140530841,50.9584058729105,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-12,1.2200641376873,-117.876347971697,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-07,0.381667563721268,-53.3413623525832,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-06,1.31531428994497,102.321448372145,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-09,1.47798211940623,140.227776259899,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-03,0.0652668106001501,55.0071469729247,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-01,1.74481898799691,-108.296295990097,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-15,1.78716951948016,-38.2702945313,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-07,1.28669260205822,-24.5598895353924,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-01,0.673209771584174,-65.4219688093658,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-19,1.4167224294524,34.3128996853566,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-13,0.969199370344535,13.6969834584027,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-08,1.14326124333781,-14.15768448554,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-07,0.493158809177777,-64.3279030807255,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-18,1.74123792662278,152.445530123325,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-14,2.08510040504723,-50.1339194926824,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-09,1.62461317333158,-22.9403605555591,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-23,1.77613898181733,-19.5926893355828,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-26,2.15181312625821,-45.0869766303307,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-10,1.73701733250032,29.0300050007949,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-06,1.64516293821238,29.690393275506,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-25,0.296307816265554,-39.8705446094754,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-28,1.74964934770102,-83.2369050423107,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-19,1.48854410077168,-77.8493790927115,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-18,0.593311243279714,-69.5029427549155,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-01,0.362937890718822,-19.6051567816138,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-08,0.0645833028499971,-70.6498549627019,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-02,1.88076899536439,-59.2784102492038,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-08,0.0626102655569292,19.3090395828179,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-04,1.60998308911986,-110.16427233675,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-07,1.45871020997868,54.5849686309279,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-10,0.455148157874596,20.1823557351438,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-03,0.709105938569741,-110.180661785032,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-22,0.583466266722835,56.6864601748872,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-08,1.60525784535901,-0.343158522543279,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-11,1.92584658893141,19.7015840530035,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-10,1.66287169393324,24.5206855979,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-15,0.792784393767445,0.644455677150562,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-18,0.568554629039222,-29.8436837977956,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-14,0.595480865472785,-85.5204782303141,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-10,0.986749178081045,16.1400970384035,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-19,1.15269931376946,80.073643805484,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-02,1.12591993282756,131.945357924171,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-05,0.354306213949198,20.9297648189448,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-09,1.96305450151904,-85.3780688503038,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-07,1.50392454837538,58.7750912462634,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-02,0.503996115617055,-28.0769195366841,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-10,1.09656205116686,48.9305911497387,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-10,1.80836454818846,-13.7050042650261,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-01,0.300669887688458,0.851583968307056,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-06,0.317775146924501,5.85814362471115,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-22,1.84323161148732,-19.1258794958182,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-17,0.884680557879702,-20.218875018693,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-18,1.81615668762191,61.3667803518253,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-03,0.338140213422592,14.2129362930376,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-16,1.84337763463986,53.820170305865,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-06,0.368655930908748,-98.5143588203163,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-02,0.50135000484053,-102.035520607611,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-01,1.64734222784809,-80.7266036983082,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-28,0.515062644874028,-20.1782015054264,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-14,0.125207202851729,-85.783267956332,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-27,0.208011466718357,114.017983793233,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-28,1.97602238317287,-149.760637995929,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-11-28,1.19129515357117,-23.9246057520012,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-30,0.329021633655868,-79.1016601123008,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-04,1.26448289042232,41.5032628729262,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-14,2.00663769695808,39.2554193210919,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-03-25,2.10085414259942,61.1000085493477,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-10,1.19864774052417,-39.7567359407157,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-31,1.93288966981458,36.8349556246452,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-10,2.13371191445448,-81.0228167129732,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-23,0.172968318282486,-76.7053064683339,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-16,1.14727843105232,-37.4006974170614,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-03,0.557088466821852,-43.9095076980066,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-21,1.10284337747435,-208.059917925133,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-21,1.34926600306605,75.5497572922333,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-02,0.450166923428882,27.868291863558,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-12,1.39426606451734,94.3179614980658,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-02-22,1.26977248442422,-64.7694376091835,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-13,1.73693061288943,22.6524047602245,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-10-12,1.62788465716492,3.7690158458455,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-25,0.0919907176537244,-105.927073308894,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-15,0.0971632173747234,-107.436983846477,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-23,0.0587930228711132,73.4797968947164,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-12-04,0.489169571579551,-113.260447761051,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-09,2.00778837029945,-153.173956852446,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-27,1.65693675569899,49.3064120994011,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-04-11,1.66320646102373,-26.3846755682492,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-06,1.09728949024213,-80.9440531115074,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-06-13,0.255038900282302,144.329290466058,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-13,1.68990593542513,55.6486731393127,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-10,0.580062103468107,33.2993423657414,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-09-22,1.26551456557532,101.675389436946,"NJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-16,0.584256439450454,-130.106976203733,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-30,0.527554538737584,19.9306732704403,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-07-12,1.54463078276643,-25.1691531465977,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-01-04,1.91891099394931,6.34400348208911,"NULL"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-05-05,0.814731268394224,83.1886767971136,"PJUMP"
"CDSP. TRADIG.USD.SNRFOR.MR14.060M",2019-08-07,0.764321132226155,-81.5405410015545,"NJUMP"
